age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
37,private,6,civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,0
49,private,10,civ_spouse,craft_repair,husband,white,male,15024,0,60,mexico,1
61,private,13,civ_spouse,other_service,husband,black,male,0,0,20,united_states,0
44,private,9,civ_spouse,protective_serv,husband,white,male,0,0,40,canada,0
43,local_gov,9,civ_spouse,craft_repair,husband,white,male,7688,0,40,united_states,1
66,local_gov,16,divorced,prof_specialty,not_in_family,white,female,3273,0,40,united_states,0
41,private,10,civ_spouse,craft_repair,husband,black,male,0,0,40,united_states,0
53,private,13,never_married,exec_managerial,unmarried,white,female,0,0,40,united_states,0
23,private,10,never_married,machine_op_inspct,own_child,asian_pac_islander,male,0,0,30,united_states,0
31,private,9,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,0
34,private,9,divorced,machine_op_inspct,not_in_family,white,female,0,0,50,united_states,0
18,federal_gov,9,never_married,transport_moving,own_child,white,male,0,0,40,united_states,0
51,private,9,civ_spouse,machine_op_inspct,husband,black,male,0,1902,40,united_states,1
61,private,9,divorced,other_service,not_in_family,white,female,0,0,40,united_states,0
38,private,9,never_married,exec_managerial,not_in_family,asian_pac_islander,female,0,0,35,hong,0
36,private,9,never_married,craft_repair,not_in_family,asian_pac_islander,male,0,0,70,south,0
50,private,7,divorced,protective_serv,not_in_family,white,female,0,0,40,united_states,0
66,private,12,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
22,private,9,never_married,transport_moving,own_child,white,male,0,0,40,united_states,0
50,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
18,private,7,never_married,other_service,own_child,white,male,0,0,28,united_states,0
40,private,11,civ_spouse,machine_op_inspct,husband,asian_pac_islander,male,0,0,40,united_states,1
25,private,10,civ_spouse,handlers_cleaners,husband,white,male,0,0,16,united_states,0
53,private,9,divorced,other_service,not_in_family,black,male,0,0,40,united_states,0
28,private,9,divorced,craft_repair,not_in_family,white,male,0,0,45,united_states,0
43,self_emp_inc,10,civ_spouse,sales,husband,white,male,0,0,44,united_states,1
45,local_gov,14,divorced,prof_specialty,not_in_family,black,male,0,0,40,united_states,0
55,state_gov,10,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,0
20,private,9,never_married,handlers_cleaners,own_child,white,male,0,0,35,united_states,0
20,private,9,never_married,prof_specialty,own_child,white,female,0,0,35,united_states,0
56,private,9,divorced,craft_repair,unmarried,white,female,0,0,40,united_states,0
24,private,9,separated,sales,unmarried,white,female,0,0,48,united_states,0
62,private,6,divorced,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,0
33,private,9,civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,0
54,private,9,separated,sales,unmarried,white,female,0,0,35,united_states,0
48,private,5,widowed,transport_moving,unmarried,white,male,0,0,40,united_states,1
69,private,10,civ_spouse,exec_managerial,husband,white,male,20051,0,50,united_states,1
24,private,13,never_married,exec_managerial,not_in_family,white,female,0,0,40,united_states,0
57,self_emp_inc,15,civ_spouse,prof_specialty,husband,white,male,15024,0,60,united_states,1
23,private,10,separated,farming_fishing,other_relative,white,female,0,0,40,united_states,0
33,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,1
31,federal_gov,10,civ_spouse,protective_serv,husband,white,male,0,0,72,united_states,0
46,private,4,civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
36,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
24,private,11,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
44,federal_gov,13,widowed,exec_managerial,unmarried,white,female,0,0,40,united_states,1
22,private,9,spouse_absent,adm_clerical,other_relative,white,female,0,0,40,united_states,0
45,state_gov,10,civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,0
46,private,9,spouse_absent,farming_fishing,not_in_family,white,male,0,0,65,united_states,0
66,private,13,civ_spouse,prof_specialty,husband,white,male,10605,0,40,united_states,1
58,federal_gov,13,civ_spouse,exec_managerial,husband,black,male,0,0,40,united_states,1
55,self_emp_not_inc,10,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,0
25,self_emp_inc,13,never_married,sales,not_in_family,white,male,0,0,80,united_states,0
41,self_emp_not_inc,9,divorced,other_service,unmarried,white,female,0,0,40,united_states,0
36,private,13,civ_spouse,exec_managerial,husband,white,male,0,1887,40,united_states,1
45,private,15,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
33,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
55,private,5,divorced,craft_repair,unmarried,white,female,99999,0,37,united_states,1
28,private,12,never_married,adm_clerical,not_in_family,black,female,0,0,38,united_states,0
42,private,10,civ_spouse,exec_managerial,husband,white,male,15024,0,50,united_states,1
29,private,9,separated,adm_clerical,unmarried,white,female,0,0,40,united_states,0
23,private,10,never_married,other_service,not_in_family,white,female,0,0,25,united_states,0
19,private,10,never_married,sales,own_child,white,female,0,0,15,united_states,0
51,private,6,civ_spouse,handlers_cleaners,husband,white,male,2105,0,45,united_states,0
58,private,6,civ_spouse,other_service,wife,white,female,0,0,8,united_states,0
48,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,0
59,private,14,widowed,exec_managerial,not_in_family,white,female,0,0,40,united_states,1
42,private,9,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,1
26,private,9,never_married,adm_clerical,not_in_family,black,male,0,0,40,united_states,0
18,private,6,never_married,sales,not_in_family,white,male,0,0,20,united_states,0
38,private,10,civ_spouse,exec_managerial,other_relative,white,male,0,0,50,united_states,1
32,private,11,civ_spouse,craft_repair,husband,white,male,5013,0,50,united_states,0
27,private,9,never_married,adm_clerical,not_in_family,amer_indian_eskimo,female,0,0,8,united_states,0
27,private,6,never_married,handlers_cleaners,own_child,black,male,0,0,40,united_states,0
40,private,9,separated,handlers_cleaners,unmarried,amer_indian_eskimo,male,0,0,45,united_states,0
44,local_gov,13,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
39,private,9,civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,0
34,private,9,civ_spouse,transport_moving,husband,white,male,0,0,48,united_states,0
27,private,10,civ_spouse,sales,husband,white,male,0,0,40,united_states,1
29,private,10,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
20,private,10,never_married,handlers_cleaners,own_child,white,male,0,0,16,united_states,0
20,private,9,never_married,other_service,unmarried,white,male,0,2001,40,united_states,0
50,private,9,civ_spouse,tech_support,husband,white,male,0,1848,40,united_states,1
75,self_emp_not_inc,9,civ_spouse,farming_fishing,husband,white,male,3456,0,40,united_states,0
41,state_gov,9,divorced,craft_repair,unmarried,white,male,0,0,40,united_states,0
22,private,9,never_married,adm_clerical,not_in_family,white,female,0,0,39,united_states,0
25,private,9,never_married,exec_managerial,own_child,white,female,0,0,40,united_states,0
28,private,9,never_married,handlers_cleaners,own_child,white,male,0,0,40,united_states,0
51,private,7,civ_spouse,sales,husband,white,male,4386,0,30,united_states,1
23,private,13,civ_spouse,other_service,husband,white,male,0,0,30,united_states,0
40,private,9,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,0
20,private,10,never_married,other_service,own_child,white,male,0,0,16,united_states,0
44,private,10,civ_spouse,sales,husband,white,male,0,0,60,united_states,0
35,self_emp_inc,13,never_married,exec_managerial,not_in_family,white,female,0,0,60,united_states,1
20,private,10,never_married,exec_managerial,other_relative,white,male,0,2001,40,united_states,0
36,private,9,never_married,tech_support,not_in_family,white,male,0,0,50,united_states,0
40,state_gov,13,civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,0
60,self_emp_inc,14,widowed,adm_clerical,not_in_family,white,female,0,0,25,united_states,0
28,private,10,never_married,adm_clerical,not_in_family,white,female,0,0,15,united_states,0
53,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,guatemala,0
42,private,9,divorced,exec_managerial,not_in_family,white,female,0,0,40,england,0
41,self_emp_not_inc,9,civ_spouse,other_service,wife,white,female,0,0,20,united_states,0
28,private,10,never_married,sales,not_in_family,white,female,0,0,40,united_states,0
37,private,10,widowed,machine_op_inspct,unmarried,black,female,0,0,48,united_states,0
27,private,7,separated,sales,not_in_family,white,male,0,0,40,united_states,0
29,private,11,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,0
33,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,canada,0
39,private,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
52,private,6,civ_spouse,machine_op_inspct,husband,white,male,0,0,50,united_states,0
40,local_gov,9,civ_spouse,other_service,other_relative,white,male,3137,0,40,united_states,0
17,private,6,never_married,other_service,own_child,white,male,0,0,16,united_states,0
18,private,9,never_married,sales,own_child,white,female,0,0,24,united_states,0
34,state_gov,10,spouse_absent,adm_clerical,unmarried,asian_pac_islander,female,0,0,38,philippines,0
49,self_emp_inc,9,divorced,exec_managerial,unmarried,white,female,0,0,40,united_states,0
42,local_gov,7,civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
62,private,10,civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,0
38,private,10,never_married,adm_clerical,own_child,black,female,0,0,40,united_states,0
23,private,5,spouse_absent,craft_repair,not_in_family,white,male,0,0,40,mexico,0
38,private,13,divorced,tech_support,other_relative,white,male,0,0,40,united_states,0
36,self_emp_inc,10,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
46,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,50,united_states,1
26,private,7,civ_spouse,exec_managerial,husband,white,male,3411,0,40,united_states,0
28,self_emp_not_inc,10,never_married,prof_specialty,unmarried,white,male,0,0,40,united_states,0
36,private,14,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
33,private,10,separated,other_service,unmarried,black,female,0,0,25,united_states,0
44,private,9,divorced,adm_clerical,unmarried,black,female,0,0,40,united_states,0
37,self_emp_not_inc,9,civ_spouse,transport_moving,husband,white,male,0,0,60,united_states,1
59,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
46,private,14,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
31,state_gov,14,never_married,tech_support,not_in_family,white,male,0,0,40,united_states,0
42,private,12,civ_spouse,sales,husband,white,male,0,0,40,united_states,0
40,federal_gov,10,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,0
42,private,9,divorced,handlers_cleaners,unmarried,black,female,0,0,40,united_states,0
18,private,7,never_married,adm_clerical,own_child,white,female,0,0,15,united_states,0
48,private,14,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
18,private,8,never_married,sales,own_child,white,female,0,0,25,united_states,0
54,private,14,civ_spouse,sales,husband,white,male,0,0,68,united_states,1
26,private,9,never_married,other_service,not_in_family,white,female,0,1762,40,united_states,0
46,local_gov,13,civ_spouse,exec_managerial,husband,black,male,0,0,40,united_states,1
37,state_gov,9,separated,craft_repair,not_in_family,white,male,0,0,44,united_states,0
38,local_gov,10,spouse_absent,exec_managerial,unmarried,black,female,0,0,35,united_states,0
70,private,9,divorced,handlers_cleaners,not_in_family,white,male,0,3175,15,united_states,0
32,private,9,separated,adm_clerical,unmarried,white,female,0,0,40,united_states,0
55,state_gov,13,divorced,exec_managerial,unmarried,black,male,0,0,40,united_states,0
34,self_emp_inc,13,civ_spouse,sales,husband,white,male,0,0,50,united_states,1
40,private,13,divorced,exec_managerial,not_in_family,white,female,0,0,45,united_states,1
39,private,9,civ_spouse,transport_moving,husband,white,male,0,0,56,united_states,0
42,private,11,civ_spouse,exec_managerial,husband,white,male,15024,0,55,united_states,1
59,self_emp_inc,14,civ_spouse,sales,husband,white,male,0,0,40,united_states,0
20,private,9,never_married,handlers_cleaners,own_child,white,male,0,0,45,united_states,0
36,self_emp_not_inc,13,never_married,farming_fishing,not_in_family,white,male,0,0,50,mexico,0
41,private,6,separated,other_service,unmarried,black,female,0,0,33,united_states,0
35,private,12,civ_spouse,craft_repair,husband,white,male,0,0,45,united_states,0
56,private,7,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
65,private,7,widowed,sales,other_relative,white,female,0,0,20,united_states,0
43,private,13,civ_spouse,sales,husband,white,male,0,0,40,united_states,1
45,private,12,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
33,self_emp_not_inc,9,civ_spouse,transport_moving,husband,white,male,0,0,45,united_states,0
45,private,9,never_married,sales,own_child,white,female,0,0,19,united_states,0
49,local_gov,14,civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,1
37,self_emp_not_inc,13,civ_spouse,sales,husband,asian_pac_islander,male,3137,0,77,vietnam,0
35,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
23,local_gov,13,never_married,prof_specialty,own_child,white,female,0,0,60,united_states,0
61,private,9,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
35,self_emp_not_inc,9,civ_spouse,transport_moving,husband,white,male,0,0,65,united_states,1
27,private,9,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
38,private,7,civ_spouse,craft_repair,husband,white,male,0,0,40,guatemala,0
19,self_emp_not_inc,5,never_married,prof_specialty,not_in_family,white,male,0,0,35,mexico,0
38,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
46,private,13,divorced,craft_repair,not_in_family,white,male,0,0,48,united_states,0
42,private,13,civ_spouse,exec_managerial,husband,white,male,5178,0,40,united_states,1
38,self_emp_not_inc,9,civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
35,private,13,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
31,private,10,never_married,transport_moving,not_in_family,black,male,0,0,40,united_states,0
25,private,9,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,0
24,private,7,civ_spouse,transport_moving,husband,asian_pac_islander,male,0,0,40,vietnam,0
32,self_emp_not_inc,8,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
52,local_gov,9,divorced,adm_clerical,not_in_family,white,female,0,0,45,united_states,0
25,local_gov,13,never_married,prof_specialty,not_in_family,white,male,0,0,35,italy,0
40,self_emp_not_inc,15,civ_spouse,prof_specialty,husband,amer_indian_eskimo,male,0,1977,60,united_states,1
51,private,10,civ_spouse,tech_support,husband,white,male,0,0,40,united_states,1
57,private,6,widowed,transport_moving,not_in_family,white,male,0,0,40,united_states,0
26,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,90,united_states,1
39,local_gov,13,widowed,prof_specialty,unmarried,asian_pac_islander,female,0,0,10,japan,0
60,self_emp_not_inc,13,civ_spouse,exec_managerial,husband,white,male,0,1977,45,united_states,1
30,private,13,civ_spouse,craft_repair,husband,white,male,0,0,30,united_states,0
25,private,9,never_married,sales,not_in_family,white,male,0,0,45,united_states,0
17,private,7,never_married,sales,own_child,black,female,0,0,35,united_states,0
56,private,10,divorced,adm_clerical,not_in_family,white,female,0,0,45,germany,0
47,private,9,civ_spouse,adm_clerical,husband,black,male,0,0,40,united_states,1
58,private,14,never_married,adm_clerical,not_in_family,white,female,0,0,24,united_states,1
28,private,13,never_married,sales,not_in_family,white,male,8614,0,40,united_states,1
39,private,12,never_married,tech_support,not_in_family,white,female,0,0,40,united_states,0
41,private,11,civ_spouse,sales,husband,white,male,4386,0,60,united_states,1
36,self_emp_not_inc,11,separated,exec_managerial,not_in_family,white,male,0,0,48,united_states,0
23,state_gov,10,never_married,protective_serv,not_in_family,white,male,0,0,15,united_states,0
42,private,9,never_married,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,0
36,private,14,civ_spouse,adm_clerical,husband,white,male,0,1977,40,japan,1
41,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
50,self_emp_not_inc,6,never_married,craft_repair,not_in_family,white,male,0,0,25,united_states,0
45,private,13,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
27,private,7,never_married,craft_repair,not_in_family,white,male,0,0,45,united_states,0
55,private,14,civ_spouse,exec_managerial,husband,white,male,0,1977,40,united_states,1
24,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
58,private,11,widowed,prof_specialty,unmarried,white,female,0,0,45,united_states,0
37,private,11,civ_spouse,prof_specialty,wife,white,female,0,1887,35,united_states,1
48,federal_gov,13,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
55,private,4,civ_spouse,craft_repair,husband,white,male,0,0,60,united_states,0
43,federal_gov,9,civ_spouse,exec_managerial,husband,amer_indian_eskimo,male,0,0,40,united_states,0
44,private,10,civ_spouse,transport_moving,husband,white,male,0,0,72,united_states,1
46,private,12,divorced,prof_specialty,unmarried,white,female,0,0,40,united_states,0
46,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
27,private,10,civ_spouse,tech_support,husband,white,male,0,0,40,united_states,0
24,private,9,separated,other_service,unmarried,white,female,0,0,50,portugal,1
40,self_emp_inc,13,civ_spouse,prof_specialty,husband,white,male,3103,0,60,united_states,1
41,private,10,civ_spouse,sales,husband,white,male,0,0,50,united_states,1
41,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
39,local_gov,14,divorced,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
44,private,13,civ_spouse,tech_support,husband,white,male,0,0,40,united_states,1
58,private,9,civ_spouse,sales,husband,white,male,0,0,40,united_states,1
50,private,16,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
18,private,9,never_married,protective_serv,own_child,white,male,34095,0,3,united_states,0
24,local_gov,10,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
51,private,11,separated,prof_specialty,unmarried,white,female,0,0,40,united_states,0
51,private,9,civ_spouse,sales,husband,white,male,0,0,50,united_states,0
38,private,16,civ_spouse,exec_managerial,wife,white,female,99999,0,36,united_states,1
26,private,9,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,0
22,private,12,never_married,transport_moving,not_in_family,white,male,0,0,45,united_states,0
43,private,9,never_married,sales,not_in_family,black,female,0,0,44,united_states,0
37,private,9,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
47,federal_gov,9,civ_spouse,transport_moving,husband,black,male,0,0,50,united_states,1
50,private,16,civ_spouse,prof_specialty,husband,white,male,0,0,55,united_states,1
52,private,14,divorced,prof_specialty,unmarried,white,female,0,2547,40,united_states,1
42,private,9,civ_spouse,craft_repair,husband,white,male,0,0,55,united_states,0
68,private,9,civ_spouse,adm_clerical,husband,white,male,3818,0,40,united_states,0
48,private,13,divorced,other_service,unmarried,white,female,0,0,56,united_states,1
22,private,9,widowed,adm_clerical,own_child,white,female,0,0,40,united_states,0
33,private,8,civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
31,private,4,civ_spouse,other_service,husband,white,male,0,0,40,mexico,0
43,private,9,civ_spouse,adm_clerical,wife,white,female,0,0,40,united_states,1
66,private,12,civ_spouse,machine_op_inspct,husband,white,male,5556,0,40,yugoslavia,1
48,private,13,civ_spouse,adm_clerical,husband,white,male,7688,0,40,united_states,1
69,private,13,widowed,exec_managerial,not_in_family,white,female,2346,0,15,united_states,0
46,private,15,civ_spouse,prof_specialty,husband,white,male,99999,0,50,united_states,1
40,private,9,divorced,other_service,not_in_family,white,male,0,0,60,greece,0
39,private,9,civ_spouse,protective_serv,wife,white,female,0,0,15,united_states,1
18,private,7,never_married,prof_specialty,own_child,white,male,0,0,40,united_states,0
33,private,9,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,0
23,private,9,never_married,sales,not_in_family,white,male,0,0,40,united_states,0
46,private,10,never_married,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,0
61,private,3,civ_spouse,handlers_cleaners,husband,white,male,3411,0,45,united_states,0
37,private,11,divorced,handlers_cleaners,unmarried,black,female,0,0,40,united_states,0
32,local_gov,11,spouse_absent,craft_repair,not_in_family,white,male,0,0,40,united_states,0
47,private,2,civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,0
31,private,9,civ_spouse,transport_moving,husband,white,male,0,0,65,united_states,0
20,private,8,never_married,adm_clerical,own_child,white,female,0,0,40,mexico,0
33,private,13,civ_spouse,sales,husband,white,male,0,0,60,united_states,1
32,federal_gov,12,divorced,protective_serv,not_in_family,white,male,2174,0,40,united_states,0
32,private,11,divorced,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
43,private,13,divorced,sales,unmarried,white,female,0,0,50,united_states,0
49,private,14,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
25,private,13,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
36,self_emp_not_inc,16,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,1
32,private,13,civ_spouse,machine_op_inspct,husband,white,male,0,0,50,united_states,0
67,self_emp_inc,9,civ_spouse,exec_managerial,husband,asian_pac_islander,male,0,0,40,united_states,1
49,private,14,civ_spouse,prof_specialty,husband,white,male,0,0,60,united_states,0
57,private,6,widowed,adm_clerical,not_in_family,white,female,0,0,8,united_states,0
46,private,9,civ_spouse,transport_moving,husband,black,male,0,0,46,united_states,1
52,private,9,separated,adm_clerical,other_relative,white,female,0,0,40,united_states,0
20,private,10,never_married,other_service,own_child,white,female,0,0,30,united_states,0
59,private,9,civ_spouse,adm_clerical,wife,white,female,0,0,40,united_states,0
20,private,7,civ_spouse,farming_fishing,own_child,white,male,0,0,40,mexico,0
60,private,4,divorced,adm_clerical,not_in_family,white,female,0,0,35,cuba,0
32,private,9,never_married,other_service,unmarried,black,female,0,0,40,united_states,0
48,state_gov,9,civ_spouse,adm_clerical,husband,white,male,0,0,35,united_states,1
23,private,9,never_married,handlers_cleaners,own_child,white,male,0,0,38,united_states,0
41,private,13,never_married,other_service,own_child,white,female,0,0,40,united_states,0
32,private,13,never_married,adm_clerical,not_in_family,white,male,0,0,55,united_states,0
40,private,9,divorced,transport_moving,unmarried,white,male,0,0,45,united_states,0
20,private,9,never_married,transport_moving,not_in_family,white,male,0,0,40,united_states,0
19,private,10,never_married,handlers_cleaners,not_in_family,white,male,0,0,30,united_states,0
29,local_gov,11,never_married,protective_serv,not_in_family,white,male,0,1564,56,united_states,1
45,private,3,civ_spouse,transport_moving,husband,white,male,0,0,38,mexico,0
32,private,13,never_married,prof_specialty,own_child,white,male,0,0,40,united_states,0
24,private,11,never_married,protective_serv,not_in_family,white,male,0,0,60,united_states,0
56,private,5,divorced,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
30,private,13,never_married,sales,not_in_family,white,female,0,0,35,united_states,1
32,private,15,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
31,private,10,civ_spouse,adm_clerical,husband,white,male,0,0,45,united_states,1
39,private,5,civ_spouse,handlers_cleaners,husband,white,male,0,0,43,mexico,0
25,private,13,never_married,exec_managerial,not_in_family,white,male,0,0,50,united_states,0
22,private,11,never_married,other_service,other_relative,black,male,0,0,52,united_states,0
39,local_gov,14,civ_spouse,prof_specialty,husband,white,male,0,1977,45,united_states,1
57,private,9,widowed,transport_moving,unmarried,white,male,0,0,50,united_states,0
52,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
31,private,9,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,1
42,private,9,civ_spouse,craft_repair,husband,white,male,0,1887,50,united_states,1
40,private,9,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
24,private,9,civ_spouse,other_service,wife,white,female,0,0,30,united_states,0
33,private,9,civ_spouse,sales,husband,white,male,0,0,45,united_states,1
39,self_emp_inc,9,civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,1
33,local_gov,9,never_married,other_service,own_child,white,male,0,0,8,united_states,0
39,federal_gov,14,never_married,prof_specialty,not_in_family,white,male,0,0,40,poland,1
54,federal_gov,9,never_married,adm_clerical,unmarried,black,male,0,0,40,united_states,0
52,private,12,never_married,machine_op_inspct,own_child,asian_pac_islander,male,0,0,40,united_states,0
32,self_emp_not_inc,9,never_married,other_service,unmarried,white,male,0,0,60,united_states,0
18,private,9,never_married,machine_op_inspct,not_in_family,white,female,0,0,30,united_states,0
40,state_gov,9,civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,1
43,private,9,spouse_absent,adm_clerical,unmarried,white,female,0,0,40,united_states,0
28,private,13,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
58,private,14,civ_spouse,exec_managerial,husband,white,male,0,0,46,united_states,1
62,private,13,civ_spouse,exec_managerial,husband,white,male,15024,0,40,united_states,1
35,private,9,civ_spouse,other_service,wife,white,female,0,0,38,united_states,0
46,private,10,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,0
28,self_emp_not_inc,7,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
32,private,10,civ_spouse,protective_serv,husband,white,male,0,0,46,dominican_republic,0
39,state_gov,16,civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
45,self_emp_not_inc,13,civ_spouse,sales,husband,white,male,2829,0,60,united_states,0
18,private,7,never_married,handlers_cleaners,own_child,white,male,0,0,20,united_states,0
38,private,9,civ_spouse,craft_repair,husband,white,male,0,2051,40,poland,0
33,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
45,private,8,civ_spouse,adm_clerical,wife,black,female,3103,0,40,united_states,1
38,private,10,divorced,other_service,not_in_family,white,male,0,0,40,united_states,0
33,private,8,civ_spouse,adm_clerical,wife,white,female,0,0,40,united_states,0
34,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,45,peru,0
34,private,9,civ_spouse,craft_repair,husband,white,male,0,1848,50,united_states,1
30,private,11,divorced,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,0
25,private,3,civ_spouse,other_service,husband,white,male,0,0,40,mexico,0
60,state_gov,13,divorced,exec_managerial,not_in_family,white,female,0,0,35,united_states,0
35,private,6,civ_spouse,adm_clerical,wife,white,female,0,0,36,united_states,0
36,private,9,civ_spouse,craft_repair,husband,white,male,0,0,25,united_states,0
34,local_gov,13,civ_spouse,exec_managerial,husband,white,male,3103,0,50,united_states,1
45,federal_gov,9,divorced,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
31,private,9,divorced,sales,unmarried,other,female,0,0,40,mexico,0
56,private,9,separated,sales,unmarried,black,female,0,0,16,united_states,0
42,private,14,divorced,prof_specialty,not_in_family,white,male,4650,0,40,united_states,0
43,self_emp_not_inc,14,civ_spouse,sales,husband,white,male,0,0,60,united_states,0
56,state_gov,13,widowed,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
63,private,9,spouse_absent,craft_repair,not_in_family,white,male,0,0,40,united_states,0
46,private,9,divorced,craft_repair,not_in_family,white,female,14344,0,40,united_states,1
35,private,9,spouse_absent,transport_moving,other_relative,white,female,0,0,40,dominican_republic,0
49,private,9,widowed,adm_clerical,unmarried,white,female,0,0,40,united_states,0
44,self_emp_not_inc,9,civ_spouse,exec_managerial,husband,white,male,0,0,66,united_states,0
59,self_emp_inc,13,civ_spouse,prof_specialty,husband,white,male,0,0,20,united_states,1
32,private,9,civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
27,private,13,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
41,local_gov,10,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
26,private,10,divorced,craft_repair,own_child,white,male,0,0,40,united_states,0
35,local_gov,14,divorced,adm_clerical,unmarried,white,female,0,0,41,united_states,0
33,private,10,never_married,exec_managerial,not_in_family,white,male,0,0,45,united_states,0
20,private,10,never_married,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,0
18,private,9,never_married,sales,not_in_family,white,male,0,0,30,united_states,0
